School Code,School Name,Grades Offered,Graduation Rate,Graduation Rate SD,Enrollment,Asian,Black non-Hispanic,Multiracial,Pacific / Hawaiian,White non-Hispanic,Hispanic / Latino,Native American / Alaskan,Limited English Proficiency,Free or Reduced Lunch,Special Education,Special Education Level 1,Special Education Level 2,Special Education Level 3,Special Education Level 4,MGP Math,MGP Math SD,MGP Math N Size,MGP Reading,MGP Reading SD,MGP Reading N Size,Academic Growth Model,Withdrawal,Withdrawal Mean,Withdrawal Variation,Withdrawal SD,Suspension,Suspension Mean,Suspension Variation,Suspension SD,Attendance,Attendance Mean,Attendance Variation,Attendance SD,Truancy,Truancy Mean,Truancy Variation,Truancy SD,School Culture Model,Commute NC 1,Commute NC 2,Commute NC 3,Commute NC 4,Commute NC 5,Commute NC 6,Commute NC 7,Commute NC 8,Commute NC 9,Commute NC 10,Commute NC 11,Commute NC 12,Commute NC 13,Commute NC 14,Commute NC 15,Commute NC 16,Commute NC 17,Commute NC 18,Commute NC 19,Commute NC 20,Commute NC 21,Commute NC 22,Commute NC 23,Commute NC 24,Commute NC 25,Commute NC 26,Commute NC 27,Commute NC 28,Commute NC 29,Commute NC 30,Commute NC 31,Commute NC 32,Commute NC 33,Commute NC 34,Commute NC 35,Commute NC 36,Commute NC 37,Commute NC 38,Commute NC 39,Commute NC 1 Normalized Model,Commute NC 2 Normalized Model,Commute NC 3 Normalized Model,Commute NC 4 Normalized Model,Commute NC 5 Normalized Model,Commute NC 6 Normalized Model,Commute NC 7 Normalized Model,Commute NC 8 Normalized Model,Commute NC 9 Normalized Model,Commute NC 10 Normalized Model,Commute NC 11 Normalized Model,Commute NC 12 Normalized Model,Commute NC 13 Normalized Model,Commute NC 14 Normalized Model,Commute NC 15 Normalized Model,Commute NC 16 Normalized Model,Commute NC 17 Normalized Model,Commute NC 18 Normalized Model,Commute NC 19 Normalized Model,Commute NC 20 Normalized Model,Commute NC 21 Normalized Model,Commute NC 22 Normalized Model,Commute NC 23 Normalized Model,Commute NC 24 Normalized Model,Commute NC 25 Normalized Model,Commute NC 26 Normalized Model,Commute NC 27 Normalized Model,Commute NC 28 Normalized Model,Commute NC 29 Normalized Model,Commute NC 30 Normalized Model,Commute NC 31 Normalized Model,Commute NC 32 Normalized Model,Commute NC 33 Normalized Model,Commute NC 34 Normalized Model,Commute NC 35 Normalized Model,Commute NC 36 Normalized Model,Commute NC 37 Normalized Model,Commute NC 38 Normalized Model,Commute NC 39 Normalized Model
116,KIPP DC - AIM Academy PCS,"[""05"", ""06"", ""07"", ""08""]",,,330,0,0.955,0.018,0,0.003,0.024,0,0,0.86,0.18,0.13,0.32,0.52,0.04,77.5,2.26332419245094,293,63.9,1.50447842130135,290,1.88390130687615,0.05,0.08,0.0009,0.679105076436945,0.29,0.22,0.0049,-0.693971287036302,0.95,0.93,0.0004,0.368229847159328,0.1,0.1,0,0,0.088340909139992,,-1,,,,,,-1,-1,,,,,,,,,-1,,,-1,-1,-1,,-1,-1,,13,,-1,-1,-1,12,13,-1,20,90,48,60,-1,0.235702260395516,-1,-1,-1,-1,-1,0.235702260395516,0.235702260395516,-1,-1,-1,-1,-1,-1,-1,-1,0.235702260395516,-1,-1,0.235702260395516,0.235702260395516,0.235702260395516,-1,0.235702260395516,0.235702260395516,-1,0.380071475033046,-1,0.235702260395516,0.235702260395516,0.235702260395516,0.365160371670111,0.380071475033046,0.235702260395516,0.471424520791032,1.00009,0.730344743340222,0.816556580927726
117,Potomac Lighthouse PCS,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""KG"", ""PK"", ""PS""]",,,397,0.003,0.992,0,0,0.005,0,0,0,1,0.06,0.39,0.48,0.09,0.04,40.4,-0.791229870019713,106,41.2,-1.00766261266459,102,-0.899446241342154,0.09,0.07,0.0004,-0.45273671762463,0.13,0.09,0.0016,-0.396555021163602,0.89,0.93,0.0016,-0.736459694318659,0.26,0.17,0.0081,-0.598916276561593,-0.546166927417121,,12,-1,,,,-1,-1,-1,,,,,,,,-1,18,34,42,12,24,15,-1,15,-1,,-1,-1,-1,13,32,17,10,-1,12,-1,12,23,-1,0.534534483824849,0.345032779671177,-1,-1,-1,0.345032779671177,0.345032779671177,0.345032779671177,-1,-1,-1,-1,-1,-1,-1,0.345032779671177,0.654671670707977,0.899769410842437,1.000042,0.534534483824849,0.755952946018454,0.597629304667197,0.345032779671177,0.597629304667197,0.345032779671177,-1,0.345032779671177,0.345032779671177,0.345032779671177,0.556361640264187,0.87290356094397,0.636226010280352,0.487960036474267,0.345032779671177,0.534534483824849,0.345032779671177,0.534534483824849,0.740035869900955
121,KIPP DC - WILL Academy PCS,"[""04"", ""05"", ""06"", ""07"", ""08""]",,,337,0.003,0.935,0.036,0,0,0.024,0.003,0,0.75,0.18,0.25,0.51,0.17,0.07,72.1,1.81872602702395,300,58,0.851543086482005,301,1.33513455675298,0.04,0.07,0.0009,0.679105076436945,0.31,0.2,0.0121,-1.0905263081999,0.95,0.93,0.0004,0.368229847159328,0.06,0.12,0.0036,0.399277517707729,0.089021533276024,,21,-1,,,,37,20,-1,-1,,,,,,-1,-1,28,-1,-1,39,13,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,11,-1,16,-1,0.733820385705343,0.358057437019716,-1,-1,-1,0.974058534011414,0.716134874039433,0.358057437019716,0.358057437019716,-1,-1,-1,-1,-1,0.358057437019716,0.358057437019716,0.847346545736323,0.358057437019716,0.358057437019716,1.000039,0.577363269189626,0.554712196225229,0.358057437019716,0.358057437019716,0.358057437019716,0.358057437019716,0.358057437019716,0.358057437019716,0.358057437019716,0.358057437019716,0.358057437019716,0.577363269189626,0.358057437019716,0.358057437019716,0.358057437019716,0.531096004543794,0.358057437019716,0.640528615220348
125,Washington Latin PCS - Middle School,"[""05"", ""06"", ""07"", ""08""]",,,353,0.04,0.46,0.023,0,0.389,0.088,0,0.01,0.19,0.07,0.7,0.13,0.17,0,46,-0.330165105873198,317,46,-0.476460984336995,316,-0.403313045105097,0.02,0.08,0.0036,1.35821015287389,0.09,0.22,0.0169,1.2888038187817,0.95,0.93,0.0004,0.368229847159328,0,0,0,0,0.75381095470373,-1,22,-1,11,,-1,-1,,-1,10,14,-1,12,24,-1,-1,25,46,-1,13,13,16,-1,-1,32,33,,,-1,-1,-1,-1,-1,-1,-1,-1,,-1,-1,0.329690236697894,0.691586074808125,0.329690236697894,0.489020646921826,-1,0.329690236697894,0.329690236697894,-1,0.329690236697894,0.466262404120157,0.55169128436737,0.329690236697894,0.510765918455249,0.722339118514615,0.329690236697894,0.329690236697894,0.737234780774486,1.000046,0.329690236697894,0.531622533071195,0.531622533071195,0.589783824619588,0.329690236697894,0.329690236697894,0.834089656228299,0.84702255385992,-1,-1,0.329690236697894,0.329690236697894,0.329690236697894,0.329690236697894,0.329690236697894,0.329690236697894,0.329690236697894,0.329690236697894,-1,0.329690236697894,0.329690236697894
126,Briya Public Charter School,"[""AO"", ""PK"", ""PS""]",,,436,0.035,0.11,0,0,0.009,0.846,0,0.88,0.97,0.12,1,0,0,0,,,,,,,,0,0,0,0,0,0.01,0.0001,0.0991387552909,0.8,0.91,0.0121,-2.02526415937631,0.28,0.28,0,0,-0.481531351021353,19,115,-1,,,-1,-1,-1,,,,,,-1,,,51,93,10,-1,12,-1,-1,-1,-1,,,,,-1,-1,-1,-1,,,,-1,-1,-1,0.40648842234853,1.000115,0.208514414057075,-1,-1,0.208514414057075,0.208514414057075,0.208514414057075,-1,-1,-1,-1,-1,0.208514414057075,-1,-1,0.665992634732028,0.899368070361629,0.294893912309794,0.208514414057075,0.323041141234899,0.208514414057075,0.208514414057075,0.208514414057075,0.208514414057075,-1,-1,-1,-1,0.208514414057075,0.208514414057075,0.208514414057075,0.208514414057075,-1,-1,-1,0.208514414057075,0.208514414057075,0.208514414057075
127,César Chávez PCS for Public Policy - Chávez Prep,"[""06"", ""07"", ""08"", ""09""]",,,318,0,0.277,0,0,0,0.723,0,0.38,0.94,0.12,0.31,0.58,0.08,0.03,61.1,0.913063097450438,233,52.1,0.198607751662663,233,0.555835424556551,0.04,0.12,0.0064,1.81094687049852,0.22,0.26,0.0016,0.396555021163602,0.89,0.89,0,0,0.06,0.2,0.0196,0.931647541318034,0.784787358245039,-1,145,-1,,,,22,14,-1,,,,,,,,-1,38,-1,-1,-1,-1,-1,-1,-1,,,,-1,-1,-1,-1,-1,-1,,-1,-1,-1,-1,0.185695338177052,1.000145,0.185695338177052,-1,-1,-1,0.389539827488081,0.310741733132933,0.185695338177052,-1,-1,-1,-1,-1,-1,-1,0.185695338177052,0.511964718893673,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052,-1,-1,-1,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052,-1,0.185695338177052,0.185695338177052,0.185695338177052,0.185695338177052
130,DC Prep - Edgewood Elementary Campus,"[""01"", ""02"", ""03"", ""KG"", ""PK"", ""PS""]",,,420,0.002,0.9,0.026,0,0.002,0.067,0.002,0.01,0.84,0.07,0.57,0.37,0.03,0.03,,,,,,,,0.04,0.07,0.0009,0.679105076436945,0.16,0.04,0.0144,-1.1896650634908,0.94,0.93,0.0001,0.184114923579663,0.19,0.18,0.0001,-0.066546252951288,-0.098247829106371,-1,25,-1,,,,-1,-1,-1,,,,,,,,14,30,12,17,100,40,16,-1,14,-1,-1,-1,-1,10,15,-1,11,12,-1,-1,-1,11,19,0.223606797749979,0.500025,0.223606797749979,-1,-1,-1,0.223606797749979,0.223606797749979,0.223606797749979,-1,-1,-1,-1,-1,-1,-1,0.374179738677394,0.547752557505166,0.346422161513776,0.412327562561766,1.0001,0.632495532033676,0.400016,0.223606797749979,0.374179738677394,0.223606797749979,0.223606797749979,0.223606797749979,0.223606797749979,0.316237766016838,0.387313334620742,0.223606797749979,0.33167347903554,0.346422161513776,0.223606797749979,0.223606797749979,0.223606797749979,0.33167347903554,0.435908894354067
131,Hope Community PCS - Lamond,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""KG"", ""PK"", ""PS""]",,,392,0,0.913,0,0,0.003,0.077,0.003,0.09,0.83,0.08,0.35,0.45,0.13,0.06,43.5,-0.535997589867178,29,38.5,-1.30646352859887,28,-0.921230559233024,0.04,0.07,0.0009,0.679105076436945,0.08,0.07,0.0001,-0.0991387552909,0.9,0.93,0.0009,-0.552344770738994,0.51,0.17,0.1156,-2.2625726003438,-0.558737762484187,,16,-1,,,,-1,-1,,,,,,,,,60,83,66,20,11,11,14,-1,-1,,,-1,-1,-1,10,-1,-1,-1,,-1,-1,-1,15,-1,0.439073039958761,0.245440346836908,-1,-1,-1,0.245440346836908,0.245440346836908,-1,-1,-1,-1,-1,-1,-1,-1,0.850290301897704,1.000083,0.891795063612691,0.490900693673816,0.364057865776822,0.364057865776822,0.4107142541942,0.245440346836908,0.245440346836908,-1,-1,0.245440346836908,0.245440346836908,0.245440346836908,0.347115067250312,0.245440346836908,0.245440346836908,0.245440346836908,-1,0.245440346836908,0.245440346836908,0.245440346836908,0.425130150948852
132,KIPP DC - LEAP Academy PCS,"[""KG"", ""PK"", ""PS""]",,,302,0,0.93,0.033,0.003,0,0.03,0.003,0.01,0.89,0.1,0.8,0.2,0,0,,,,,,,,0.02,0.07,0.0025,1.13184179406157,0.03,0.01,0.0004,-0.198277510581801,0.94,0.91,0.0009,0.552344770738992,0.19,0.23,0.0016,0.266185011805153,0.43802351650598,,-1,,,,,-1,-1,,,,,,,,,,-1,,-1,-1,-1,-1,-1,-1,-1,,-1,-1,25,19,24,93,15,-1,-1,-1,17,22,-1,0.231869447880084,-1,-1,-1,-1,0.231869447880084,0.231869447880084,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.231869447880084,-1,0.231869447880084,0.231869447880084,0.231869447880084,0.231869447880084,0.231869447880084,0.231869447880084,0.231869447880084,-1,0.231869447880084,0.231869447880084,0.518500847365213,0.452015764666316,0.508024508000762,1.000093,0.401624664451249,0.231869447880084,0.231869447880084,0.231869447880084,0.427563136603678,0.48639545711392
133,Maya Angelou PCS - Evans Middle School,"[""07"", ""08""]",,,196,0.005,0.99,0,0,0,0.005,0,0.01,1,0.32,0.18,0.2,0.45,0.16,38.7,-0.931195959135618,156,45.4,-0.542861187877945,156,-0.737028573506782,0.08,0.09,0.0001,0.226368358812315,0.4,0.26,0.0196,-1.38794257407261,0.83,0.93,0.01,-1.84114923579665,0.46,0.12,0.1156,-2.2625726003438,-1.31632401285018,,,,,,,,-1,-1,,,,,,,,,-1,-1,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,51,-1,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.27116307227332,0.27116307227332,-1,-1,-1,-1,-1,-1,-1,-1,0.27116307227332,0.27116307227332,-1,-1,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.866076403784439,0.27116307227332,1.000068,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332,0.27116307227332
